Product,Sales,Region,Tax_rate
Laptop,255,South,0.15
Monitor,197,North,0.15
Tablet,1126,East,0.15
Laptop,783,North,0.15
Laptop,648,South,0.15
Laptop,634,North,0.15
Laptop,1291,West,0.15
Tablet,1261,East,0.15
Laptop,296,West,0.15
Tablet,383,East,0.15
Tablet,1406,East,0.15
Phone,416,East,0.15
Phone,925,South,0.15
Monitor,514,West,0.15
Phone,356,West,0.15
Tablet,359,South,0.15
Monitor,215,South,0.15
Monitor,1243,South,0.15
Laptop,315,North,0.15
Tablet,601,North,0.15
Laptop,470,North,0.15
Monitor,1423,West,0.15
Tablet,351,South,0.15
Tablet,339,East,0.15
Tablet,605,South,0.15
Tablet,1118,North,0.15
Phone,159,East,0.15
Tablet,735,North,0.15
Laptop,739,South,0.15
Tablet,985,East,0.15
Monitor,1395,East,0.15
Phone,367,North,0.15
Tablet,527,North,0.15
Tablet,674,West,0.15
Tablet,1289,West,0.15
Monitor,941,North,0.15
Phone,721,East,0.15
Monitor,1329,East,0.15
Laptop,1201,South,0.15
Monitor,342,North,0.15
Tablet,664,North,0.15
Monitor,235,West,0.15
Phone,1005,West,0.15
Laptop,158,West,0.15
Laptop,1308,North,0.15
Laptop,297,South,0.15
Phone,1173,East,0.15
Tablet,587,West,0.15
Phone,1253,West,0.15
Tablet,1405,East,0.15
Laptop,379,South,0.15
Laptop,1377,South,0.15
Phone,237,East,0.15
Phone,1413,North,0.15
Laptop,353,South,0.15
Phone,129,East,0.15
Phone,123,North,0.15
Tablet,480,East,0.15
Monitor,795,North,0.15
Monitor,1480,West,0.15
Monitor,1401,South,0.15
Phone,490,North,0.15
Monitor,1408,East,0.15
Monitor,1073,South,0.15
Monitor,583,North,0.15
Laptop,986,North,0.15
Tablet,703,East,0.15
Monitor,819,North,0.15
Monitor,1236,South,0.15
Tablet,222,North,0.15
Monitor,317,West,0.15
Monitor,1476,West,0.15
Tablet,748,West,0.15
Laptop,1161,West,0.15
Phone,176,West,0.15
Laptop,435,East,0.15
Phone,339,East,0.15
Laptop,942,North,0.15
Tablet,1245,West,0.15
Laptop,533,South,0.15
Phone,1452,South,0.15
Monitor,666,East,0.15
Tablet,1006,South,0.15
Phone,339,South,0.15
Laptop,896,West,0.15
Monitor,749,North,0.15
Monitor,1280,South,0.15
Phone,505,West,0.15
Laptop,504,West,0.15
Phone,515,South,0.15
Tablet,495,East,0.15
Laptop,1127,West,0.15
Tablet,322,South,0.15
Monitor,1302,North,0.15
Tablet,1299,West,0.15
Monitor,1117,West,0.15
Phone,300,West,0.15
Phone,276,North,0.15
Laptop,897,South,0.15
Tablet,388,North,0.15
Monitor,609,West,0.15
Laptop,495,South,0.15
Tablet,425,North,0.15
Tablet,1317,East,0.15
Tablet,718,South,0.15
Phone,1266,West,0.15
Phone,130,West,0.15
Tablet,953,East,0.15
Tablet,1470,East,0.15
Monitor,108,North,0.15
Monitor,703,South,0.15
Monitor,1488,East,0.15
Phone,1118,East,0.15
Tablet,1148,West,0.15
Monitor,1487,North,0.15
Phone,780,South,0.15
Phone,759,West,0.15
Monitor,916,South,0.15
Monitor,686,North,0.15
Laptop,196,West,0.15
Laptop,1120,South,0.15
Tablet,1026,North,0.15
Tablet,1324,East,0.15
Laptop,1025,South,0.15
Phone,738,East,0.15
Phone,1043,East,0.15
Phone,1173,South,0.15
Tablet,884,West,0.15
Phone,210,North,0.15
Laptop,938,East,0.15
Monitor,1277,East,0.15
Tablet,1442,North,0.15
Tablet,1011,West,0.15
Tablet,843,South,0.15
Laptop,616,West,0.15
Monitor,807,West,0.15
Laptop,149,North,0.15
Tablet,749,South,0.15
Phone,146,West,0.15
Tablet,971,North,0.15
Phone,357,North,0.15
Tablet,103,East,0.15
Monitor,739,East,0.15
Laptop,560,South,0.15
Phone,1408,South,0.15
Laptop,965,West,0.15
Tablet,825,East,0.15
Tablet,1147,North,0.15
Laptop,921,West,0.15
Tablet,771,South,0.15
Tablet,1272,East,0.15
Tablet,193,North,0.15
Monitor,531,East,0.15
Laptop,347,South,0.15
Phone,1395,South,0.15
Phone,490,North,0.15
Monitor,327,South,0.15
Tablet,1390,North,0.15
Tablet,712,East,0.15
Tablet,969,West,0.15
Laptop,468,East,0.15
Phone,349,West,0.15
Tablet,491,South,0.15
Monitor,805,West,0.15
Monitor,417,West,0.15
Phone,664,West,0.15
Laptop,1433,East,0.15
Laptop,1425,West,0.15
Phone,440,North,0.15
Laptop,792,West,0.15
Tablet,219,West,0.15
Monitor,266,East,0.15
Monitor,226,North,0.15
Tablet,261,West,0.15
Monitor,1003,North,0.15
Laptop,837,North,0.15
Phone,491,North,0.15
Monitor,893,East,0.15
Phone,229,West,0.15
Phone,1471,South,0.15
Phone,1106,North,0.15
Monitor,725,South,0.15
Laptop,1431,West,0.15
Phone,663,North,0.15
Phone,1193,South,0.15
Tablet,629,South,0.15
Laptop,927,North,0.15
Tablet,381,West,0.15
Laptop,536,North,0.15
Tablet,1322,East,0.15
Laptop,1165,North,0.15
Laptop,1436,North,0.15
Tablet,487,West,0.15
Monitor,346,East,0.15
Tablet,1217,North,0.15
Tablet,823,North,0.15
Tablet,955,North,0.15
Phone,699,North,0.15
Laptop,1248,East,0.15
Phone,351,West,0.15
Tablet,1332,West,0.15
Phone,1217,East,0.15
Monitor,556,South,0.15
Phone,190,East,0.15
Phone,819,West,0.15
Laptop,1070,West,0.15
Laptop,566,South,0.15
Tablet,574,East,0.15
Laptop,744,North,0.15
Phone,565,East,0.15
Tablet,236,West,0.15
Laptop,229,North,0.15
Phone,1347,West,0.15
Laptop,466,West,0.15
Tablet,282,West,0.15
Tablet,1202,North,0.15
Tablet,106,East,0.15
Monitor,1018,North,0.15
Tablet,540,South,0.15
Phone,1464,West,0.15
Tablet,295,South,0.15
Phone,1277,West,0.15
Laptop,1213,South,0.15
Phone,248,West,0.15
Laptop,349,East,0.15
Tablet,481,East,0.15
Laptop,1273,East,0.15
Phone,935,West,0.15
Monitor,1173,North,0.15
Laptop,313,East,0.15
Monitor,560,South,0.15
Phone,246,North,0.15
Monitor,862,South,0.15
Laptop,945,West,0.15
Monitor,604,West,0.15
Monitor,444,North,0.15
Tablet,140,East,0.15
Laptop,1248,East,0.15
Laptop,174,South,0.15
Tablet,275,West,0.15
Laptop,1393,South,0.15
Laptop,1337,South,0.15
Phone,1442,South,0.15
Phone,1355,North,0.15
Laptop,890,North,0.15
Phone,426,West,0.15
Tablet,714,North,0.15
Phone,767,West,0.15
Phone,1237,North,0.15
Monitor,764,South,0.15
Phone,396,West,0.15
Phone,619,West,0.15
Laptop,1447,North,0.15
Tablet,180,North,0.15
Laptop,1492,West,0.15
Tablet,172,South,0.15
Monitor,462,East,0.15
Monitor,998,West,0.15
Monitor,117,South,0.15
Tablet,385,West,0.15
Laptop,274,East,0.15
Laptop,123,South,0.15
Laptop,1493,East,0.15
Tablet,273,North,0.15
Monitor,1260,West,0.15
Tablet,1010,East,0.15
Laptop,328,West,0.15
Monitor,244,North,0.15
Phone,321,West,0.15
Phone,303,North,0.15
Monitor,1468,East,0.15
Tablet,569,North,0.15
Phone,325,South,0.15
Laptop,809,East,0.15
Monitor,269,North,0.15
Monitor,852,East,0.15
Monitor,952,West,0.15
Phone,1467,North,0.15
Phone,1294,East,0.15
Monitor,1397,North,0.15
Phone,214,East,0.15
Phone,201,West,0.15
Monitor,429,West,0.15
Phone,791,South,0.15
Tablet,696,South,0.15
Phone,661,West,0.15
Phone,364,North,0.15
Laptop,726,West,0.15
Phone,536,West,0.15
Phone,499,South,0.15
Laptop,674,West,0.15
Monitor,973,North,0.15
Phone,329,North,0.15
Laptop,379,North,0.15
Monitor,676,East,0.15
Tablet,1444,West,0.15
Laptop,888,North,0.15
Phone,1396,East,0.15
Tablet,340,South,0.15
Monitor,1263,West,0.15
Monitor,1089,South,0.15
Phone,176,North,0.15
Laptop,1373,East,0.15
Tablet,739,South,0.15
Laptop,1103,East,0.15
Tablet,1187,South,0.15
Monitor,118,East,0.15
Tablet,114,West,0.15
Tablet,1334,West,0.15
Phone,279,West,0.15
Monitor,128,West,0.15
Tablet,889,West,0.15
Laptop,957,South,0.15
Laptop,1388,South,0.15
Monitor,969,West,0.15
Tablet,575,North,0.15
Phone,647,West,0.15
Phone,855,North,0.15
Phone,1154,East,0.15
Laptop,510,West,0.15
Phone,412,East,0.15
Monitor,640,East,0.15
Monitor,337,West,0.15
Monitor,861,North,0.15
Tablet,1074,West,0.15
Phone,260,West,0.15
Tablet,984,North,0.15
Monitor,176,South,0.15
Laptop,283,South,0.15
Monitor,687,South,0.15
Phone,499,North,0.15
Tablet,684,North,0.15
Laptop,1050,South,0.15
Tablet,705,West,0.15
Tablet,828,East,0.15
Laptop,1060,South,0.15
Tablet,388,West,0.15
Laptop,657,East,0.15
Monitor,1211,West,0.15
Phone,855,East,0.15
Laptop,652,South,0.15
Tablet,447,South,0.15
Laptop,1052,West,0.15
Monitor,594,South,0.15
Monitor,1285,West,0.15
Phone,735,West,0.15
Monitor,415,West,0.15
Monitor,1024,South,0.15
Tablet,428,South,0.15
Laptop,697,South,0.15
Monitor,612,West,0.15
Tablet,161,West,0.15
Phone,320,South,0.15
Laptop,685,East,0.15
Phone,822,West,0.15
Phone,1336,East,0.15
Monitor,648,North,0.15
Laptop,1388,East,0.15
Laptop,349,West,0.15
Tablet,527,North,0.15
Phone,931,East,0.15
Tablet,1320,North,0.15
Monitor,655,South,0.15
Monitor,776,North,0.15
Monitor,872,South,0.15
Tablet,1428,South,0.15
Phone,1061,South,0.15
Tablet,1231,South,0.15
Tablet,439,North,0.15
Laptop,1078,South,0.15
Tablet,1337,East,0.15
Laptop,717,South,0.15
Tablet,155,South,0.15
Phone,650,South,0.15
Tablet,897,East,0.15
Monitor,289,East,0.15
Tablet,1268,East,0.15
Laptop,927,West,0.15
Monitor,672,East,0.15
Tablet,1085,North,0.15
Laptop,996,West,0.15
Monitor,567,North,0.15
Phone,962,North,0.15
Phone,1231,South,0.15
Tablet,1294,South,0.15
Monitor,180,West,0.15
Phone,421,West,0.15
Laptop,1308,North,0.15
Tablet,607,East,0.15
Tablet,754,North,0.15
Tablet,498,North,0.15
Monitor,1022,West,0.15
Laptop,135,North,0.15
Monitor,1366,North,0.15
Laptop,916,South,0.15
Monitor,676,North,0.15
Phone,664,East,0.15
Tablet,647,South,0.15
Phone,1007,West,0.15
Monitor,1060,South,0.15
Phone,142,East,0.15
Monitor,969,North,0.15
Phone,1303,South,0.15
Monitor,399,North,0.15
Phone,324,East,0.15
Tablet,516,East,0.15
Monitor,1110,West,0.15
Laptop,805,East,0.15
Monitor,914,West,0.15
Laptop,368,North,0.15
Laptop,120,North,0.15
Monitor,1103,West,0.15
Phone,390,West,0.15
Monitor,1176,South,0.15
Laptop,314,West,0.15
Laptop,1035,West,0.15
Monitor,900,East,0.15
Monitor,1167,West,0.15
Phone,610,East,0.15
Phone,838,South,0.15
Phone,420,South,0.15
Phone,771,East,0.15
Monitor,1459,West,0.15
Monitor,611,West,0.15
Laptop,1448,South,0.15
Tablet,959,West,0.15
Monitor,1370,West,0.15
Tablet,226,East,0.15
Monitor,1198,South,0.15
Laptop,264,North,0.15
Laptop,1056,West,0.15
Monitor,458,West,0.15
Monitor,240,East,0.15
Tablet,1441,West,0.15
Phone,1305,East,0.15
Tablet,850,South,0.15
Tablet,978,South,0.15
Monitor,648,East,0.15
Laptop,788,North,0.15
Phone,232,South,0.15
Phone,375,East,0.15
Laptop,343,West,0.15
Phone,957,West,0.15
Phone,311,South,0.15
Laptop,663,East,0.15
Laptop,408,South,0.15
Monitor,853,West,0.15
Monitor,1398,South,0.15
Tablet,270,South,0.15
Phone,1463,North,0.15
Tablet,348,East,0.15
Phone,105,North,0.15
Monitor,611,North,0.15
Phone,1491,North,0.15
Phone,1488,South,0.15
Laptop,225,South,0.15
Phone,383,South,0.15
Tablet,1156,East,0.15
Tablet,902,East,0.15
Tablet,213,North,0.15
Monitor,955,East,0.15
Laptop,1078,North,0.15
Tablet,1145,West,0.15
Phone,1003,North,0.15
Tablet,545,South,0.15
Tablet,838,East,0.15
Phone,700,North,0.15
Laptop,579,North,0.15
Monitor,171,North,0.15
Laptop,968,East,0.15
Phone,579,North,0.15
Laptop,627,West,0.15
Laptop,829,North,0.15
Tablet,638,West,0.15
Laptop,666,North,0.15
Phone,238,West,0.15
Laptop,1298,East,0.15
Monitor,287,West,0.15
Phone,295,North,0.15
Tablet,1026,East,0.15
Phone,1425,East,0.15
Monitor,769,North,0.15
Tablet,1180,South,0.15
Tablet,1420,South,0.15
Phone,1317,West,0.15
Phone,1255,North,0.15
Laptop,989,North,0.15
Tablet,720,North,0.15
Tablet,816,West,0.15
Laptop,313,South,0.15
Tablet,1427,South,0.15
Tablet,1110,West,0.15
Phone,1189,East,0.15
Laptop,954,North,0.15
Tablet,300,North,0.15
Monitor,635,East,0.15
Monitor,424,East,0.15
Monitor,511,West,0.15
Tablet,289,South,0.15
Laptop,1370,North,0.15
Phone,1499,South,0.15
Phone,1362,East,0.15
Monitor,126,West,0.15
Tablet,748,West,0.15
Tablet,683,South,0.15
Phone,612,East,0.15
Laptop,312,West,0.15
Tablet,1342,South,0.15
Phone,546,North,0.15
Monitor,1253,West,0.15
Laptop,1076,West,0.15
Laptop,727,South,0.15
Tablet,1423,South,0.15
Tablet,1359,North,0.15
Monitor,1299,West,0.15
Phone,1049,North,0.15
Monitor,1068,West,0.15
Laptop,1134,South,0.15
Tablet,878,West,0.15
Tablet,1119,North,0.15
Tablet,1218,East,0.15
Laptop,1183,East,0.15
Phone,744,South,0.15
Laptop,137,North,0.15
Laptop,1328,West,0.15
Phone,764,East,0.15
Phone,873,North,0.15
Laptop,557,East,0.15
Tablet,313,East,0.15
Phone,527,East,0.15
Laptop,177,West,0.15
Monitor,1117,East,0.15
Laptop,544,North,0.15
Phone,1154,West,0.15
Monitor,670,East,0.15
Monitor,532,South,0.15
Tablet,1017,West,0.15
Laptop,1100,North,0.15
Tablet,974,East,0.15
Laptop,189,South,0.15
Phone,1206,South,0.15
Laptop,986,North,0.15
Laptop,1419,South,0.15
Phone,899,East,0.15
Tablet,771,North,0.15
Monitor,486,East,0.15
Tablet,527,South,0.15
Monitor,849,East,0.15
Monitor,315,North,0.15
Phone,1324,West,0.15
Monitor,289,West,0.15
Phone,433,North,0.15
Laptop,955,West,0.15
Tablet,1369,West,0.15
Laptop,775,East,0.15
Monitor,797,North,0.15
Phone,634,South,0.15
Tablet,1412,West,0.15
Laptop,1416,North,0.15
Monitor,370,East,0.15
Tablet,779,South,0.15
Monitor,406,West,0.15
Phone,977,South,0.15
Tablet,354,South,0.15
Phone,1376,West,0.15
Laptop,753,South,0.15
Phone,1298,East,0.15
Tablet,835,West,0.15
Tablet,216,West,0.15
Monitor,1340,East,0.15
Tablet,1357,North,0.15
Tablet,1263,West,0.15
Phone,554,East,0.15
Phone,666,West,0.15
Monitor,1339,East,0.15
Laptop,1316,West,0.15
Laptop,943,North,0.15
Tablet,258,North,0.15
Monitor,1440,West,0.15
Tablet,1275,West,0.15
Laptop,966,East,0.15
Tablet,249,West,0.15
Monitor,1493,West,0.15
Monitor,1300,West,0.15
Tablet,1217,South,0.15
Laptop,1017,South,0.15
Monitor,1317,South,0.15
Tablet,1462,East,0.15
Tablet,1218,North,0.15
Tablet,1449,South,0.15
Tablet,665,West,0.15
Tablet,1289,East,0.15
Laptop,467,South,0.15
Laptop,850,North,0.15
Monitor,417,East,0.15
Tablet,1354,South,0.15
Tablet,988,East,0.15
Tablet,1451,North,0.15
Monitor,1047,West,0.15
Tablet,186,South,0.15
Phone,1176,South,0.15
Tablet,200,South,0.15
Tablet,388,East,0.15
Tablet,549,West,0.15
Laptop,1179,South,0.15
Laptop,951,North,0.15
Phone,528,East,0.15
Monitor,1107,South,0.15
Phone,207,South,0.15
Laptop,210,East,0.15
Laptop,943,North,0.15
Monitor,743,East,0.15
Laptop,968,South,0.15
Phone,947,South,0.15
Phone,864,South,0.15
Phone,382,South,0.15
Phone,140,North,0.15
Tablet,360,South,0.15
Monitor,982,North,0.15
Laptop,789,South,0.15
Monitor,872,North,0.15
Laptop,1041,North,0.15
Monitor,1353,East,0.15
Laptop,640,West,0.15
Tablet,915,East,0.15
Monitor,928,South,0.15
Laptop,1260,East,0.15
Monitor,1471,East,0.15
Laptop,1398,North,0.15
Laptop,620,East,0.15
Phone,868,North,0.15
Laptop,276,South,0.15
Tablet,291,South,0.15
Monitor,954,North,0.15
Laptop,957,East,0.15
Laptop,781,North,0.15
Phone,403,East,0.15
Monitor,1370,South,0.15
Monitor,1408,East,0.15
Monitor,1318,West,0.15
Tablet,371,East,0.15
Tablet,870,South,0.15
Laptop,604,North,0.15
Monitor,237,West,0.15
Tablet,174,West,0.15
Phone,140,East,0.15
Monitor,356,West,0.15
Phone,321,West,0.15
Monitor,1463,South,0.15
Phone,255,West,0.15
Tablet,1194,East,0.15
Tablet,389,North,0.15
Laptop,713,West,0.15
Phone,1411,South,0.15
Laptop,1428,East,0.15
Phone,1306,North,0.15
Monitor,821,South,0.15
Laptop,1174,West,0.15
Monitor,552,East,0.15
Phone,511,East,0.15
Tablet,784,East,0.15
Laptop,1470,East,0.15
Monitor,902,North,0.15
Laptop,763,North,0.15
Laptop,393,East,0.15
Monitor,676,West,0.15
Laptop,944,South,0.15
Phone,516,West,0.15
Tablet,1211,East,0.15
Monitor,648,South,0.15
Phone,112,North,0.15
Laptop,641,West,0.15
Tablet,674,East,0.15
Phone,1397,South,0.15
Monitor,1422,South,0.15
Laptop,1329,South,0.15
Monitor,1367,West,0.15
Laptop,845,East,0.15
Laptop,210,South,0.15
Phone,199,South,0.15
Tablet,780,East,0.15
Phone,604,West,0.15
Laptop,734,North,0.15
Phone,652,South,0.15
Monitor,889,South,0.15
Phone,967,South,0.15
Laptop,866,East,0.15
Monitor,224,North,0.15
Tablet,301,East,0.15
Laptop,1230,South,0.15
Phone,1478,East,0.15
Phone,1379,North,0.15
Monitor,1075,East,0.15
Laptop,771,West,0.15
Tablet,1264,East,0.15
Phone,476,South,0.15
Phone,243,East,0.15
Laptop,854,North,0.15
Laptop,1170,North,0.15
Phone,1332,North,0.15
Phone,1387,South,0.15
Laptop,434,East,0.15
Tablet,1369,South,0.15
Phone,773,West,0.15
Tablet,454,East,0.15
Laptop,1246,North,0.15
Monitor,777,South,0.15
Tablet,394,West,0.15
Laptop,802,East,0.15
Monitor,185,East,0.15
Monitor,1469,South,0.15
Phone,1031,South,0.15
Phone,248,East,0.15
Phone,1013,East,0.15
Monitor,1324,East,0.15
Monitor,130,West,0.15
Laptop,433,South,0.15
Laptop,221,East,0.15
Laptop,296,North,0.15
Tablet,651,South,0.15
Tablet,946,East,0.15
Tablet,1121,East,0.15
Tablet,1304,East,0.15
Laptop,671,West,0.15
Monitor,800,East,0.15
Tablet,454,East,0.15
Tablet,936,South,0.15
Tablet,576,North,0.15
Laptop,1130,South,0.15
Tablet,1051,West,0.15
Tablet,377,West,0.15
Tablet,292,East,0.15
Phone,1020,West,0.15
Laptop,939,East,0.15
Laptop,1080,South,0.15
Tablet,668,South,0.15
Monitor,379,South,0.15
Laptop,1348,West,0.15
Laptop,326,West,0.15
Laptop,219,West,0.15
Tablet,1023,North,0.15
Tablet,138,West,0.15
Laptop,337,North,0.15
Tablet,789,South,0.15
Tablet,530,West,0.15
Phone,870,West,0.15
Monitor,868,North,0.15
Tablet,714,West,0.15
Monitor,931,West,0.15
Monitor,1290,East,0.15
Phone,902,South,0.15
Phone,1476,North,0.15
Phone,999,South,0.15
Laptop,665,South,0.15
Phone,1068,East,0.15
Tablet,181,North,0.15
Phone,159,South,0.15
Laptop,700,North,0.15
Monitor,1391,East,0.15
Monitor,787,North,0.15
Laptop,200,South,0.15
Laptop,908,East,0.15
Phone,953,West,0.15
Tablet,1316,East,0.15
Laptop,420,West,0.15
Phone,934,West,0.15
Monitor,541,South,0.15
Monitor,1143,East,0.15
Monitor,485,South,0.15
Phone,248,South,0.15
Laptop,1298,South,0.15
Monitor,187,West,0.15
Monitor,517,North,0.15
Tablet,1236,South,0.15
Tablet,313,East,0.15
Tablet,1196,West,0.15
Tablet,488,South,0.15
Laptop,1438,East,0.15
Monitor,473,East,0.15
Tablet,1037,West,0.15
Tablet,792,North,0.15
Monitor,327,North,0.15
Phone,1285,North,0.15
Monitor,798,East,0.15
Phone,935,North,0.15
Phone,1480,East,0.15
Tablet,538,South,0.15
Laptop,883,East,0.15
Phone,506,East,0.15
Tablet,669,East,0.15
Monitor,1023,South,0.15
Tablet,730,East,0.15
Laptop,1086,North,0.15
Phone,249,South,0.15
Phone,1288,South,0.15
Phone,424,East,0.15
Laptop,347,East,0.15
Laptop,796,West,0.15
Monitor,533,South,0.15
Laptop,1175,North,0.15
Laptop,712,South,0.15
Laptop,665,East,0.15
Laptop,115,South,0.15
Tablet,220,South,0.15
Monitor,1171,West,0.15
Tablet,1327,West,0.15
Laptop,481,North,0.15
Tablet,1350,South,0.15
Monitor,917,South,0.15
Tablet,848,North,0.15
Phone,1316,South,0.15
Laptop,478,East,0.15
Tablet,315,West,0.15
Tablet,1261,East,0.15
Phone,1405,West,0.15
Phone,1310,West,0.15
Phone,820,West,0.15
Laptop,359,East,0.15
Laptop,1474,South,0.15
Laptop,487,West,0.15
Tablet,291,North,0.15
Monitor,971,North,0.15
Laptop,1168,West,0.15
Tablet,1407,North,0.15
Laptop,1017,South,0.15
Monitor,835,West,0.15
Monitor,1480,East,0.15
Monitor,452,South,0.15
Phone,999,East,0.15
Laptop,140,South,0.15
Tablet,567,North,0.15
Laptop,320,West,0.15
Phone,1060,North,0.15
Phone,568,East,0.15
Laptop,1337,West,0.15
Tablet,707,West,0.15
Phone,1115,West,0.15
Laptop,327,South,0.15
Phone,109,West,0.15
Monitor,1381,South,0.15
Laptop,412,West,0.15
Monitor,1074,East,0.15
Monitor,618,East,0.15
Monitor,408,North,0.15
Monitor,103,South,0.15
Phone,289,East,0.15
Tablet,1112,East,0.15
Phone,234,West,0.15
Monitor,425,South,0.15
Tablet,1435,East,0.15
Monitor,887,West,0.15
Laptop,1273,East,0.15
Monitor,1418,South,0.15
Monitor,852,South,0.15
Tablet,613,North,0.15
Monitor,780,North,0.15
Laptop,436,West,0.15
Monitor,1230,North,0.15
Laptop,1256,South,0.15
Monitor,469,East,0.15
Phone,447,North,0.15
Monitor,1487,East,0.15
Monitor,586,South,0.15
Phone,318,West,0.15
Laptop,1150,South,0.15
Phone,299,South,0.15
Laptop,1497,West,0.15
Phone,252,West,0.15
Tablet,1431,West,0.15
Phone,953,East,0.15
Laptop,824,East,0.15
Tablet,521,East,0.15
Monitor,1463,East,0.15
Monitor,1067,East,0.15
Monitor,377,East,0.15
Tablet,329,South,0.15
Monitor,273,North,0.15
Monitor,702,West,0.15
Phone,1136,North,0.15
Phone,184,South,0.15
Monitor,1168,South,0.15
Laptop,1374,East,0.15
Monitor,816,North,0.15
Monitor,1068,East,0.15
Laptop,290,East,0.15
Monitor,518,North,0.15
Monitor,781,North,0.15
Monitor,1434,East,0.15
Tablet,1330,North,0.15
Phone,1375,West,0.15
Laptop,1241,North,0.15
Phone,647,South,0.15
Phone,146,North,0.15
Phone,1059,North,0.15
Monitor,255,North,0.15
Tablet,1273,North,0.15
Tablet,437,East,0.15
Monitor,1129,East,0.15
Monitor,222,South,0.15
Monitor,216,South,0.15
Phone,407,North,0.15
Phone,1065,East,0.15
Laptop,1208,East,0.15
Phone,809,South,0.15
Monitor,146,South,0.15
Tablet,155,East,0.15
Monitor,702,West,0.15
Tablet,627,South,0.15
Monitor,716,West,0.15
Phone,1484,East,0.15
Laptop,196,North,0.15
Laptop,796,South,0.15
Tablet,1152,South,0.15
Phone,991,West,0.15
Tablet,575,South,0.15
Monitor,1124,East,0.15
Laptop,635,North,0.15
Phone,1238,South,0.15
Phone,1175,West,0.15
Monitor,418,South,0.15
Monitor,1102,West,0.15
Phone,115,East,0.15
Phone,1411,East,0.15
Laptop,850,West,0.15
Laptop,211,West,0.15
Tablet,252,West,0.15
Monitor,1010,North,0.15
Laptop,659,North,0.15
Tablet,173,North,0.15
Phone,1024,North,0.15
Laptop,731,West,0.15
Phone,333,West,0.15
Monitor,574,North,0.15
Phone,176,East,0.15
Tablet,643,East,0.15
Tablet,402,East,0.15
Phone,352,West,0.15
Phone,1247,East,0.15
Monitor,1214,South,0.15
Tablet,149,South,0.15
Tablet,1396,East,0.15
Monitor,313,South,0.15
Monitor,1246,East,0.15
Tablet,856,East,0.15
Laptop,103,South,0.15
Phone,272,East,0.15
Monitor,643,South,0.15
Laptop,1401,West,0.15
Monitor,915,East,0.15
Laptop,490,North,0.15
Tablet,165,South,0.15
Tablet,1014,North,0.15
Monitor,1432,West,0.15
Laptop,1416,South,0.15
Monitor,1139,West,0.15
Laptop,839,North,0.15
Laptop,466,North,0.15
Phone,1133,North,0.15
Phone,994,North,0.15
Laptop,1099,East,0.15
Laptop,804,East,0.15
Phone,1389,North,0.15
Phone,146,East,0.15
Phone,677,North,0.15
Phone,449,North,0.15
Monitor,484,North,0.15
Laptop,568,West,0.15
Monitor,1249,South,0.15
Monitor,217,North,0.15
Monitor,995,West,0.15
Phone,1039,North,0.15
Phone,1057,South,0.15
Monitor,1258,South,0.15
Phone,1499,North,0.15
Monitor,1111,West,0.15
Monitor,585,South,0.15
Tablet,924,East,0.15
Phone,781,East,0.15
Tablet,293,West,0.15
Monitor,370,South,0.15
Phone,249,North,0.15
Tablet,133,South,0.15
Phone,623,West,0.15
Laptop,204,West,0.15
Laptop,1461,North,0.15
Tablet,1365,West,0.15
Monitor,1008,South,0.15
Monitor,124,North,0.15
Tablet,462,East,0.15
Tablet,376,East,0.15
Monitor,1043,South,0.15
Tablet,475,East,0.15
Laptop,686,East,0.15
Laptop,583,South,0.15
Monitor,1310,North,0.15
Monitor,1091,East,0.15
Tablet,369,North,0.15
Laptop,405,South,0.15
Laptop,834,South,0.15
Phone,403,East,0.15
Laptop,751,North,0.15
Phone,1272,South,0.15
Phone,729,East,0.15
Phone,560,North,0.15
Tablet,602,East,0.15
Monitor,1228,East,0.15
Laptop,448,West,0.15
Laptop,377,West,0.15
Monitor,1088,West,0.15
Monitor,860,North,0.15
Tablet,591,East,0.15
Monitor,169,East,0.15
Phone,1490,East,0.15
Phone,809,West,0.15
Monitor,1418,South,0.15
Phone,793,West,0.15
Phone,269,South,0.15
Monitor,1401,South,0.15
Phone,1396,South,0.15
Monitor,304,South,0.15
Laptop,206,West,0.15
Phone,871,East,0.15
Phone,243,North,0.15
Laptop,1390,South,0.15
Laptop,251,North,0.15
Tablet,687,South,0.15
Tablet,1393,West,0.15
Monitor,417,North,0.15
Tablet,992,North,0.15
Phone,478,East,0.15
Phone,278,North,0.15
Phone,1239,East,0.15
Tablet,683,South,0.15
Phone,1055,North,0.15
Laptop,529,North,0.15
Laptop,1343,North,0.15
Laptop,895,East,0.15
Monitor,238,West,0.15
Monitor,953,South,0.15
Tablet,289,West,0.15
Tablet,221,East,0.15
Phone,1194,East,0.15
Tablet,416,South,0.15
Monitor,1201,North,0.15
Monitor,866,West,0.15
Phone,591,South,0.15
Tablet,522,East,0.15
Phone,797,West,0.15
Laptop,103,North,0.15
Phone,301,South,0.15
Monitor,1449,South,0.15
Monitor,804,West,0.15
Tablet,1011,East,0.15
Phone,184,South,0.15
Tablet,465,West,0.15
Laptop,844,North,0.15
Tablet,858,West,0.15
Monitor,920,West,0.15
Monitor,140,North,0.15
Monitor,1365,South,0.15
Monitor,361,South,0.15
Phone,1419,South,0.15
Laptop,566,South,0.15
Tablet,110,West,0.15
Monitor,1463,North,0.15
Monitor,492,East,0.15
Laptop,1433,East,0.15
Laptop,408,North,0.15
